,question,answer,category,difficulty_level,tags,example_query,explanation,common_mistakes,related_questions
426,"Given a sales table that records sales transactions (sales_id, product_id, customer_id, quantity_sold, sale_date) and a products table that includes product information (product_id, product_name, category), write a SQL query to find the total quantity sold for each product in a specific category during the last quarter","WITH last_quarter AS ( SELECT product_id, SUM(quantity_sold) AS total_quantity FROM sales WHERE sale_date >= DATEADD(quarter, -1, GETDATE()) GROUP BY product_id ) SELECT p.product_name, lq.total_quantity FROM last_quarter lq JOIN products p ON lq.product_id = p.product_id WHERE p.category = 'specified_category'",SQL,unknown,Intermediate,"Data Analyst, SQL, Aggregate Function, CTE","WITH last_quarter AS ( SELECT product_id, SUM(quantity_sold) AS total_quantity FROM sales WHERE sale_date >= DATEADD(quarter, -1, GETDATE()) GROUP BY product_id ) SELECT p.product_name, lq.total_quantity FROM last_quarter lq JOIN products p ON lq.product_id = p.product_id WHERE p.category = 'specified_category'",Not Available,This query uses a Common Table Expression (CTE) to calculate the total quantity sold in the last quarter for each product and then joins it with the products table to retrieve product names for a specified category
427,"You have two tables: `employees` (with columns `id`, `name`, and `manager_id`) and `sales` (with columns `employee_id`, `sale_amount`, and `sale_date`). Write a SQL query to find the total sales made by each manager based on their team's sales over the past month. Return the manager's name and total sales, sorted in descending order of total sales","WITH MonthlySales AS (SELECT e.manager_id, SUM(s.sale_amount) AS total_sales FROM sales s JOIN employees e ON s.employee_id = e.id WHERE s.sale_date >= DATEADD(month, -1, GETDATE()) GROUP BY e.manager_id) SELECT e.name AS manager_name, COALESCE(ms.total_sales, 0) AS total_sales FROM employees e LEFT JOIN MonthlySales ms ON e.id = ms.manager_id WHERE e.manager_id IS NULL ORDER BY total_sales DESC",SQL,unknown,Advanced,"[""Data Analyst"", ""Data Engineer"", ""Aggregate function"", ""Join"", ""CTE""]",Not Available,"This query calculates the total sales for each manager by first creating a Common Table Expression (CTE) that sums up the sales for employees reporting to each manager in the last month, and then joins this data with the employees table to return manager names across the organization","A common mistake is forgetting to check the date range, leading to incorrect totals, or using INNER JOIN rather than LEFT JOIN, which would exclude managers without any employees"
428,"You are given two tables: `employees` and `departments`. The `employees` table contains the following columns: `id`, `name`, `department_id`, and `salary`. The `departments` table contains `id` and `department_name`. Write an SQL query to find the department with the highest average salary of its employees. Display the department name and the average salary","SELECT d.department_name, AVG(e.salary) AS average_salary FROM employees e JOIN departments d ON e.department_id = d.id GROUP BY d.department_name ORDER BY average_salary DESC LIMIT 1",SQL,intermediate,"Data Analyst, Join, Aggregate function","SELECT d.department_name, AVG(e.salary) AS average_salary FROM employees e JOIN departments d ON e.department_id = d.id GROUP BY d.department_name ORDER BY average_salary DESC LIMIT 1",Not Available,"This query joins the `employees` and `departments` tables on their IDs, aggregates employee salaries by department, and orders the results by average salary in descending order to find the highest","Candidates might forget to use GROUP BY properly, leading to errors or incorrect results, or they may not sort the results to determine the highest average correctly"
429,"Given a sales database with two tables: 'sales' (columns: sale_id, product_id, quantity, sale_date) and 'products' (columns: product_id, product_name, price), write a SQL query to find the total revenue generated for each product in the year 2022. Sort the results by total revenue in descending order","SELECT p.product_name, SUM(s.quantity * p.price) AS total_revenue FROM sales s JOIN products p ON s.product_id = p.product_id WHERE YEAR(s.sale_date) = 2022 GROUP BY p.product_name ORDER BY total_revenue DESC",SQL,unknown,Intermediate,"Data Analyst, SQL, Join, Aggregate function","SELECT p.product_name, SUM(s.quantity * p.price) AS total_revenue FROM sales s JOIN products p ON s.product_id = p.product_id WHERE YEAR(s.sale_date) = 2022 GROUP BY p.product_name ORDER BY total_revenue DESC",Not Available,"This SQL query joins the 'sales' and 'products' tables on the 'product_id' column, then calculates total revenue by multiplying quantity sold by the product price for sales that occurred in 2022, grouping the result by product name and ordering by total revenue"
430,"You have two tables: 'employees' (with columns 'id', 'name', 'department_id', 'salary') and 'departments' (with columns 'id', 'department_name'). Write a SQL query to find the average salary of employees in each department, along with the department name, but only include departments where the average salary is greater than 60,000","SELECT d.department_name, AVG(e.salary) as average_salary  FROM employees e JOIN departments d ON e.department_id = d.id GROUP BY d.department_name HAVING AVG(e.salary) > 60000",SQL,unknown,Intermediate,"Join, Aggregate function, Group By","SELECT d.department_name, AVG(e.salary) as average_salary  FROM employees e JOIN departments d ON e.department_id = d.id GROUP BY d.department_name HAVING AVG(e.salary) > 60000",Not Available,"The SQL query joins the two tables 'employees' and 'departments' on 'department_id' and 'id', groups the results by department name, calculates the average salary using AVG(), and filters the groups to return only those with an average salary above 60,000"
431,"You have a sales database with the following tables: `orders` (order_id, customer_id, order_date), `customers` (customer_id, customer_name, signup_date), and `order_items` (order_item_id, order_id, product_id, quantity, price). Write a query to find the top 5 customers by total sales amount for the year 2022, including their total sales and the number of orders placed","WITH CustomerSales AS (SELECT c.customer_id, c.customer_name, COUNT(o.order_id) AS order_count, SUM(oi.quantity * oi.price) AS total_sales FROM customers c JOIN orders o ON c.customer_id = o.customer_id JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY c.customer_id, c.customer_name) SELECT customer_id, customer_name, total_sales, order_count FROM CustomerSales ORDER BY total_sales DESC LIMIT 5",SQL,intermediate,"Data Analyst, Aggregate Function, Join, SQL","WITH CustomerSales AS (SELECT c.customer_id, c.customer_name, COUNT(o.order_id) AS order_count, SUM(oi.quantity * oi.price) AS total_sales FROM customers c JOIN orders o ON c.customer_id = o.customer_id JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY c.customer_id, c.customer_name) SELECT customer_id, customer_name, total_sales, order_count FROM CustomerSales ORDER BY total_sales DESC LIMIT 5","The query calculates the total sales and the number of orders per customer for the year 2022, using a Common Table Expression (CTE) called CustomerSales to first aggregate data, then selects from CTE to return the top 5 customers based on total sales",Candidates might forget to include the necessary joins or may use incorrect date formats. They may also neglect to group the results correctly,What would change in your query if you wanted to include customers who made no purchases in 2022?
432,"You are working for an e-commerce company and are tasked with analyzing customer purchases. Your database contains two tables: `customers` (with columns `customer_id`, `customer_name`, `signup_date`) and `orders` (with columns `order_id`, `customer_id`, `order_date`, `total_amount`). Write a SQL query to find the total purchase amount for each customer, along with their signup date, and identify customers who have spent more than $1,000, ordered in descending order of their total amount","SELECT c.customer_id, c.customer_name, c.signup_date, SUM(o.total_amount) AS total_spent FROM customers c JOIN orders o ON c.customer_id = o.customer_id GROUP BY c.customer_id, c.customer_name, c.signup_date HAVING SUM(o.total_amount) > 1000 ORDER BY total_spent DESC",SQL,unknown,Intermediate,"Data Analyst, Join, Aggregate function","SELECT c.customer_id, c.customer_name, c.signup_date, SUM(o.total_amount) AS total_spent FROM customers c JOIN orders o ON c.customer_id = o.customer_id GROUP BY c.customer_id, c.customer_name, c.signup_date HAVING SUM(o.total_amount) > 1000 ORDER BY total_spent DESC",Not Available,"This query joins the `customers` and `orders` tables to calculate the total spending for each customer. It groups the results by customer details and filters to include only those who have spent over $1,000, ordering the final results by total spending in descending order"
433,"Given a sales database with tables 'sales' (containing 'sale_id', 'product_id', 'amount', 'sale_date') and 'products' (containing 'product_id', 'category', 'price'), write a SQL query to find the total sales amount and total number of sales for each product category for the last quarter. Sort the results by total sales amount in descending order","SELECT p.category, SUM(s.amount) AS total_sales_amount, COUNT(s.sale_id) AS total_sales_count FROM sales s JOIN products p ON s.product_id = p.product_id WHERE s.sale_date >= DATEADD(QUARTER, -1, GETDATE()) GROUP BY p.category ORDER BY total_sales_amount DESC",SQL,unknown,Intermediate,"Data Analyst, Join, Aggregate Function","SELECT p.category, SUM(s.amount) AS total_sales_amount, COUNT(s.sale_id) AS total_sales_count FROM sales s JOIN products p ON s.product_id = p.product_id WHERE s.sale_date >= DATEADD(QUARTER, -1, GETDATE()) GROUP BY p.category ORDER BY total_sales_amount DESC",Not Available,"This query joins the 'sales' and 'products' tables to aggregate sales data by product category for the last quarter, calculating the total sales amount and count"
434,"You are given two tables: `employees (id, name, department_id, salary)` and `departments (id, department_name)`. Write a SQL query to find the average salary of employees in each department, including departments that have no employees","SELECT d.department_name, COALESCE(AVG(e.salary), 0) AS average_salary FROM departments d LEFT JOIN employees e ON d.id = e.department_id GROUP BY d.department_name",SQL,unknown,Intermediate,"Data Analyst, SQL, Join, Aggregate function","SELECT d.department_name, COALESCE(AVG(e.salary), 0) AS average_salary FROM departments d LEFT JOIN employees e ON d.id = e.department_id GROUP BY d.department_name",Not Available,"This SQL query uses a LEFT JOIN between departments and employees to ensure that all departments are included in the result, even if they have no employees. The `COALESCE` function is used to return a 0 average salary for departments without employees, and `AVG(e.salary)` is used to calculate the average salary per department"
435,"Given a sales database with tables named `Orders` and `Customers`, where `Orders` contains `OrderID`, `OrderDate`, `CustomerID`, and `TotalAmount`, and `Customers` contains `CustomerID`, `CustomerName`, and `Region`, write a SQL query to find the total sales amount per region for the year 2023. The results should be sorted by total sales amount in descending order","WITH RegionSales AS (SELECT c.Region, SUM(o.TotalAmount) AS TotalSales FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE YEAR(o.OrderDate) = 2023 GROUP BY c.Region) SELECT Region, TotalSales FROM RegionSales ORDER BY TotalSales DESC",SQL,unknown,Intermediate,"[""SQL"",""Join"",""Aggregate function"",""CTE""]",Not Available,This query first creates a Common Table Expression (CTE) to calculate total sales per region for orders made in 2023 by joining the `Orders` and `Customers` tables. It then selects and sorts the results based on total sales amount,"Common mistakes include forgetting to filter by the correct year, not grouping by region, or misunderstanding the join condition and using incorrect table aliases"
436,"You are provided with two tables: `employees` and `departments`. The `employees` table contains columns `employee_id`, `name`, `department_id`, and `salary`. The `departments` table contains `department_id` and `department_name`. Write a SQL query to find the average salary of employees in each department, but only include departments that have employees with a salary greater than $50,000. The result should display the `department_name` and the `average_salary` ordered by `average_salary` in descending order","WITH department_salaries AS ( SELECT d.department_name, AVG(e.salary) AS average_salary FROM departments d JOIN employees e ON d.department_id = e.department_id WHERE e.salary > 50000 GROUP BY d.department_name) SELECT department_name, average_salary FROM department_salaries ORDER BY average_salary DESC",SQL,unknown,Intermediate,"Data Analyst, SQL, Aggregate Function, Join, CTE","SELECT department_name, AVG(salary) AS average_salary FROM employees JOIN departments ON employees.department_id = departments.department_id WHERE employees.salary > 50000 GROUP BY department_name ORDER BY average_salary DESC",Not Available,"This SQL query uses a Common Table Expression (CTE) to calculate the average salary of employees grouped by department. It filters out any employees earning less than $50,000 and finally orders the resulting departments by their average salaries in descending order"
437,"Consider the following two tables: `employees` (employee_id, name, department_id, salary) and `departments` (department_id, department_name). Write a SQL query to find the average salary of employees in each department, including departments with no employees. The result should display the department name and the average salary. If a department has no employees, the average salary should be null","SELECT d.department_name, AVG(e.salary) AS average_salary FROM departments d LEFT JOIN employees e ON d.department_id = e.department_id GROUP BY d.department_name",SQL,unknown,Intermediate,"Data Analyst, Aggregate function, Join","SELECT d.department_name, AVG(e.salary) AS average_salary FROM departments d LEFT JOIN employees e ON d.department_id = e.department_id GROUP BY d.department_name",Not Available,"This SQL query uses a LEFT JOIN to include all departments regardless of whether they have employees, and it calculates the average salary using the AVG() function grouped by department name"
438,"Given a sales table that includes the columns: sale_id, customer_id, product_id, sale_date, and sale_amount, write a SQL query to find the total sales amount for each customer and the rank of each customer based on their total sales amount. Customers with the same total should receive the same rank. Sort the result by total sales amount in descending order","WITH CustomerSales AS ( SELECT customer_id, SUM(sale_amount) AS total_sales FROM sales GROUP BY customer_id ), RankedCustomers AS ( SELECT customer_id, total_sales, RANK() OVER (ORDER BY total_sales DESC) AS sales_rank FROM CustomerSales ) SELECT customer_id, total_sales, sales_rank FROM RankedCustomers",SQL,unknown,Intermediate,"[""Data Analyst"", ""Business Intelligence"", ""Aggregate function"", ""Window function""]",Not Available,"The query first calculates the total sales for each customer in the CTE (Common Table Expression) called CustomerSales. It then ranks these total sales using the RANK() window function in the RankedCustomers CTE, ordering the results according to total sales amount in descending order. Finally, it selects the customer_id, total_sales, and sales_rank from the RankedCustomers CTE","Candidates might forget to use the ORDER BY clause correctly in the RANK() function, or they may misplace the GROUP BY clause, causing errors in aggregation"
439,"You are given two tables: 'employees' which has columns 'employee_id', 'name', and 'department_id', and 'departments' which has 'department_id' and 'budget'. Write a SQL query to find the total budget allocated for departments that have employees earning more than $50,000. Additionally, show the department name alongside the total budget","SELECT d.department_id, SUM(d.budget) as total_budget 
FROM employees e 
JOIN departments d ON e.department_id = d.department_id 
WHERE e.salary > 50000 
GROUP BY d.department_id",SQL,unknown,Intermediate,"Data Analyst, Aggregate Function, Join","SELECT d.department_id, SUM(d.budget) as total_budget 
FROM employees e 
JOIN departments d ON e.department_id = d.department_id 
WHERE e.salary > 50000 
GROUP BY d.department_id",Not Available,"This query joins the 'employees' and 'departments' tables based on 'department_id', filters for employees earning over $50,000, and aggregates the budget for each qualifying department"
440,"Given two tables, Employees (EmployeeID, Name, DepartmentID, Salary) and Departments (DepartmentID, DepartmentName), write a SQL query to find the average salary of employees for each department and return the results with DepartmentName and average Salary. Make sure to filter out departments with no employees","SELECT d.DepartmentName, AVG(e.Salary) AS AverageSalary FROM Departments d LEFT JOIN Employees e ON d.DepartmentID = e.DepartmentID GROUP BY d.DepartmentName HAVING COUNT(e.EmployeeID) > 0",SQL,unknown,Intermediate,"Data Analyst, Aggregate Function, Join","SELECT d.DepartmentName, AVG(e.Salary) AS AverageSalary FROM Departments d LEFT JOIN Employees e ON d.DepartmentID = e.DepartmentID GROUP BY d.DepartmentName HAVING COUNT(e.EmployeeID) > 0",Not Available,"This query performs a LEFT JOIN between the Departments and Employees tables to ensure all departments are included, calculates the average salary, groups the results by department name, and filters out departments with no employees using HAVING"
441,"You have two tables - 'orders' (order_id, customer_id, order_date, total_amount) and 'customers' (customer_id, customer_name, join_date). Write a SQL query to find out the total amount spent by each customer since they joined, showing the customer name, join date, and total spent, ordered by total spent descending","SELECT c.customer_name, c.join_date, SUM(o.total_amount) AS total_spent FROM customers c JOIN orders o ON c.customer_id = o.customer_id WHERE o.order_date >= c.join_date GROUP BY c.customer_name, c.join_date ORDER BY total_spent DESC",SQL,unknown,Intermediate,"Data Analyst, Join, Aggregate function","SELECT c.customer_name, c.join_date, SUM(o.total_amount) AS total_spent FROM customers c JOIN orders o ON c.customer_id = o.customer_id WHERE o.order_date >= c.join_date GROUP BY c.customer_name, c.join_date ORDER BY total_spent DESC",Not Available,"This query joins the 'customers' and 'orders' tables on the customer_id, sums up the total_amount for each customer, filters the orders to only include those placed after their join_date, and then orders the result by the total amount spent in descending order"
442,"You are working with two tables: 'Sales' and 'Products'. The 'Sales' table contains sales transactions with the columns: SaleID, ProductID, Quantity, and SaleDate. The 'Products' table contains ProductID, ProductName, and Price. Write a SQL query to find the total revenue generated from each product sold in the year 2023. Sort the results by revenue in descending order","SELECT p.ProductName, SUM(s.Quantity * p.Price) AS TotalRevenue FROM Sales s JOIN Products p ON s.ProductID = p.ProductID WHERE YEAR(s.SaleDate) = 2023 GROUP BY p.ProductName ORDER BY TotalRevenue DESC",SQL,unknown,Intermediate,"['Join', 'Aggregate Function', 'Data Analysis']","SELECT p.ProductName, SUM(s.Quantity * p.Price) AS TotalRevenue FROM Sales s JOIN Products p ON s.ProductID = p.ProductID WHERE YEAR(s.SaleDate) = 2023 GROUP BY p.ProductName ORDER BY TotalRevenue DESC",Not Available,"This query joins the Sales and Products tables, calculates the total revenue by multiplying quantity sold by the price for products sold in 2023, groups the results by product names, and orders them by total revenue in descending order"
443,"Given a sales data table with columns `order_id`, `customer_id`, `order_amount`, and `order_date`, write a query to find the top 3 customers who have spent the most in total on orders in the last year, along with their total spending","WITH CustomerSpending AS (SELECT customer_id, SUM(order_amount) AS total_spent FROM sales WHERE order_date >= DATEADD(year, -1, GETDATE()) GROUP BY customer_id) SELECT TOP 3 customer_id, total_spent FROM CustomerSpending ORDER BY total_spent DESC",SQL,unknown,Intermediate,"Data Analyst, Aggregate function, CTE","WITH CustomerSpending AS (SELECT customer_id, SUM(order_amount) AS total_spent FROM sales WHERE order_date >= DATEADD(year, -1, GETDATE()) GROUP BY customer_id) SELECT TOP 3 customer_id, total_spent FROM CustomerSpending ORDER BY total_spent DESC",Not Available,This query uses a Common Table Expression (CTE) to first calculate the total spending for each customer over the last year and then selects the top 3 highest spenders based on those total amounts
444,"You are given two tables: 'employees' (with columns 'id', 'name', 'manager_id') and 'sales' (with columns 'employee_id', 'amount', 'sale_date'). Write a SQL query to find the total sales amount for each manager, including the names of each manager. Only include managers who have at least one direct report","SELECT e.name AS manager_name, SUM(s.amount) AS total_sales FROM employees e JOIN employees m ON e.manager_id = m.id JOIN sales s ON e.id = s.employee_id GROUP BY e.name HAVING COUNT(e.id) > 0",SQL,unknown,Intermediate,"[""Join"", ""Aggregation"", ""Group By"", ""Data Analysis""]","SELECT e.name AS manager_name, SUM(s.amount) AS total_sales FROM employees e JOIN employees m ON e.manager_id = m.id JOIN sales s ON e.id = s.employee_id GROUP BY e.name HAVING COUNT(e.id) > 0",Not Available,"This query joins the employees table with itself to get manager information from the same table, joins it with sales to get sales data, and aggregates it to calculate total sales by each manager who has direct reports"
445,"Consider a sales database with three tables: `Customers` (CustomerID, CustomerName), `Orders` (OrderID, CustomerID, OrderDate, TotalAmount), and `OrderItems` (OrderItemID, OrderID, ProductID, Quantity, UnitPrice). Write a SQL query that retrieves the top 5 customers by total revenue generated, along with their names and total revenue","SELECT c.CustomerName, SUM(o.TotalAmount) AS TotalRevenue FROM Customers c JOIN Orders o ON c.CustomerID = o.CustomerID GROUP BY c.CustomerName ORDER BY TotalRevenue DESC LIMIT 5",SQL,intermediate,"[""""Data Analyst"""", """"Business Intelligence"""", """"Join"""", """"Aggregate function""""]","SELECT c.CustomerName, SUM(o.TotalAmount) AS TotalRevenue FROM Customers c JOIN Orders o ON c.CustomerID = o.CustomerID GROUP BY c.CustomerName ORDER BY TotalRevenue DESC LIMIT 5",Not Available,"This SQL query retrieves the names of the top 5 customers with the highest total revenue by joining the `Customers` and `Orders` tables, grouping the results by customer name and ordering them by the sum of total amounts in descending order","Common mistakes include forgetting to use the `GROUP BY` clause correctly, not including the `ORDER BY` clause, or using the wrong aggregation function. Additionally, candidates might overlook the `LIMIT` clause, resulting in more than five customers being displayed"
446,"You are analyzing an e-commerce database containing two tables: `orders` (with columns `order_id`, `customer_id`, `order_date`, `total_amount`) and `customers` (with columns `customer_id`, `customer_name`, `membership_level`). Write a SQL query to report the total amount spent by each customer, their membership level, and the date of their last order. The results should be sorted by the total amount spent in descending order. Include only customers who have placed orders","WITH customer_totals AS ( SELECT c.customer_id, c.customer_name, c.membership_level, SUM(o.total_amount) AS total_spent, MAX(o.order_date) AS last_order_date FROM customers c JOIN orders o ON c.customer_id = o.customer_id GROUP BY c.customer_id, c.customer_name, c.membership_level ) SELECT customer_name, membership_level, total_spent, last_order_date FROM customer_totals ORDER BY total_spent DESC",SQL,unknown,Advanced,"Data Analyst, SQL, Aggregate function, CTE, Join","WITH customer_totals AS ( SELECT c.customer_id, c.customer_name, c.membership_level, SUM(o.total_amount) AS total_spent, MAX(o.order_date) AS last_order_date FROM customers c JOIN orders o ON c.customer_id = o.customer_id GROUP BY c.customer_id, c.customer_name, c.membership_level ) SELECT customer_name, membership_level, total_spent, last_order_date FROM customer_totals ORDER BY total_spent DESC",Not Available,This query first creates a Common Table Expression (CTE) named `customer_totals` to aggregate the total amount spent and the latest order date for each customer. It then selects necessary fields from the CTE and orders the results based on the total amount spent
447,"You are working with two tables: 'Sales' (containing columns: SaleID, ProductID, SaleDate, Amount) and 'Products' (containing columns: ProductID, ProductName, Category). Write a SQL query to find the total sales amount for each product in the month of January 2023, along with the product name and category. The result should be ordered by total sales amount in descending order","WITH MonthlySales AS ( SELECT p.ProductID, p.ProductName, p.Category, SUM(s.Amount) AS TotalSales FROM Sales s JOIN Products p ON s.ProductID = p.ProductID WHERE s.SaleDate BETWEEN '2023-01-01' AND '2023-01-31' GROUP BY p.ProductID, p.ProductName, p.Category ) SELECT * FROM MonthlySales ORDER BY TotalSales DESC",SQL,unknown,Intermediate,"['Join', 'Aggregate function', 'CTE']","SELECT p.ProductName, SUM(s.Amount) AS TotalSales FROM Sales s JOIN Products p ON s.ProductID = p.ProductID WHERE s.SaleDate BETWEEN '2023-01-01' AND '2023-01-31' GROUP BY p.ProductName ORDER BY TotalSales DESC",Not Available,"This SQL query uses a Common Table Expression (CTE) to first aggregate the sales data for the given date range, grouping by product details to calculate total sales per product. Finally, it selects all columns from the CTE and orders the results by total sales in descending order"
448,"Given a sales database with tables 'Sales' (columns: SaleID, ProductID, Quantity, SaleDate) and 'Products' (columns: ProductID, ProductName, Price), write a query to find the total revenue generated from each product for the month of June 2023, returning the product name and total revenue sorted by total revenue in descending order","WITH MonthlyRevenue AS ( SELECT p.ProductName, SUM(s.Quantity * p.Price) AS TotalRevenue FROM Sales s JOIN Products p ON s.ProductID = p.ProductID WHERE s.SaleDate >= '2023-06-01' AND s.SaleDate < '2023-07-01' GROUP BY p.ProductName ) SELECT ProductName, TotalRevenue FROM MonthlyRevenue ORDER BY TotalRevenue DESC",SQL,unknown,Intermediate,"[""Join"",""Aggregate function"",""CTE"",""Data Analyst""]",Not Available,"This query uses a Common Table Expression (CTE) to first calculate the total revenue for each product sold in June 2023 by joining the 'Sales' and 'Products' tables, then it selects the results from the CTE, ordering by revenue in descending order","Common mistakes include: forgetting to join the tables properly, not filtering the date range correctly, or miscalculating the revenue by neglecting to multiply the quantity by the price"
449,"Given two tables, `employees` (with columns `id`, `name`, `manager_id`) and `projects` (with columns `id`, `employee_id`, `project_name`, `hours_logged`), write an SQL query to find the total hours logged by each employee for each project, along with their manager's name. Ensure to include all employees, even those who may not have logged any hours for certain projects","WITH EmployeeProjects AS (SELECT e.name AS employee_name, p.project_name, COALESCE(SUM(p.hours_logged), 0) AS total_hours FROM employees e LEFT JOIN projects p ON e.id = p.employee_id GROUP BY e.name, p.project_name), Managers AS (SELECT e.name AS manager_name, e2.name AS employee_name FROM employees e JOIN employees e2 ON e.manager_id = e2.id) SELECT ep.employee_name, ep.project_name, ep.total_hours, m.manager_name FROM EmployeeProjects ep LEFT JOIN Managers m ON ep.employee_name = m.employee_name ORDER BY ep.employee_name, ep.project_name",SQL,unknown,Advanced,"Data Analyst, Data Engineer","CTE, SQL, Join, Aggregate function","WITH EmployeeProjects AS (SELECT e.name AS employee_name, p.project_name, COALESCE(SUM(p.hours_logged), 0) AS total_hours FROM employees e LEFT JOIN projects p ON e.id = p.employee_id GROUP BY e.name, p.project_name), Managers AS (SELECT e.name AS manager_name, e2.name AS employee_name FROM employees e JOIN employees e2 ON e.manager_id = e2.id) SELECT ep.employee_name, ep.project_name, ep.total_hours, m.manager_name FROM EmployeeProjects ep LEFT JOIN Managers m ON ep.employee_name = m.employee_name ORDER BY ep.employee_name, ep.project_name",Not Available
450,"Given two tables, `employees` (id, name, department_id, salary) and `departments` (id, department_name), write a SQL query to find the average salary of employees in each department, and return the department name along with the average salary. Order the results by average salary in descending order","SELECT d.department_name, AVG(e.salary) AS average_salary FROM employees e JOIN departments d ON e.department_id = d.id GROUP BY d.department_name ORDER BY average_salary DESC",SQL,intermediate,"Data Analyst, Aggregate function, Join","example_query: SELECT d.department_name, AVG(e.salary) AS average_salary FROM employees e JOIN departments d ON e.department_id = d.id GROUP BY d.department_name ORDER BY average_salary DESC",Not Available,"This query uses a JOIN to combine the `employees` and `departments` tables based on the department_id, calculates the average salary using the AVG function, groups the results by department, and orders them by the average salary in descending order","Common mistakes include forgetting to use GROUP BY for aggregation, incorrectly joining the tables, or misusing the AVG function"
451,"Consider a retail database with tables `Orders`, `Customers`, and `Order_Items`. Each order can have multiple items, and you need to find the total amount spent by each customer in the last year, along with their number of orders. Write a SQL query to retrieve this information","WITH CustomerOrderSummary AS (SELECT c.CustomerID, COUNT(o.OrderID) AS NumberOfOrders, SUM(oi.Quantity * oi.UnitPrice) AS TotalSpent FROM Customers c JOIN Orders o ON c.CustomerID = o.CustomerID JOIN Order_Items oi ON o.OrderID = oi.OrderID WHERE o.OrderDate >= DATEADD(YEAR, -1, GETDATE()) GROUP BY c.CustomerID) SELECT c.CustomerID, c.Name, cos.TotalSpent, cos.NumberOfOrders FROM Customers c JOIN CustomerOrderSummary cos ON c.CustomerID = cos.CustomerID",SQL,unknown,Intermediate,"[""Data Analyst"", ""Data Engineer"", ""Join"", ""Aggregate Function""]",Not Available,The provided SQL code uses a Common Table Expression (CTE) to first aggregate the total spending and number of orders for each customer over the past year. It then selects from the `Customers` table to retrieve customer names alongside their respective spending and orders,"Candidates might forget to filter by order date, resulting in incorrect totals. They may also not account for orders made by customers who haven't ordered in the last year"
452,"You have two tables: `sales` and `products`. The `sales` table contains the following columns: `sale_id`, `product_id`, `quantity`, and `sale_date`. The `products` table contains `product_id`, `product_name`, and `price`. Write a query to find the total revenue generated from each product in the year 2022, sorted by revenue in descending order","SELECT p.product_name, SUM(s.quantity * p.price) AS total_revenue FROM sales s JOIN products p ON s.product_id = p.product_id WHERE YEAR(s.sale_date) = 2022 GROUP BY p.product_name ORDER BY total_revenue DESC",SQL,unknown,Intermediate,"Data Analyst, Data Engineer, Aggregate function, Join","SELECT p.product_name, SUM(s.quantity * p.price) AS total_revenue FROM sales s JOIN products p ON s.product_id = p.product_id WHERE YEAR(s.sale_date) = 2022 GROUP BY p.product_name ORDER BY total_revenue DESC",Not Available,"This query joins the `sales` and `products` tables on `product_id`, filters the results for the year 2022, calculates the total revenue for each product by multiplying the quantity sold by the product price, and sorts the results by total revenue in descending order"
453,"Given two tables, 'employees' and 'departments', where 'employees' has columns 'employee_id', 'name', 'department_id', and 'salary', and 'departments' has columns 'department_id' and 'department_name'. Write a query to find the average salary in each department along with the department name, and return only those departments where the average salary is greater than 50000","SELECT d.department_name, AVG(e.salary) AS average_salary FROM employees e JOIN departments d ON e.department_id = d.department_id GROUP BY d.department_name HAVING AVG(e.salary) > 50000",SQL,unknown,Intermediate,"Data Analyst, Join, Aggregate function","SELECT d.department_name, AVG(e.salary) AS average_salary FROM employees e JOIN departments d ON e.department_id = d.department_id GROUP BY d.department_name HAVING AVG(e.salary) > 50000",Not Available,"This query joins the 'employees' and 'departments' tables on 'department_id', calculates the average salary for each department, groups the results by department name, and filters to show only those with an average salary greater than 50,000"
454,"You are tasked with analyzing a sales database consisting of two tables: `sales` (with columns `sale_id`, `product_id`, `quantity`, and `sale_date`) and `products` (with columns `product_id`, `product_name`, and `price`). Write a query to find the total revenue generated from each product in the month of January 2023. Additionally, make sure to include the product name and only return products that generated revenue greater than $100. Sort the results by revenue in descending order","WITH JanuarySales AS (SELECT p.product_name, SUM(s.quantity * p.price) AS total_revenue
FROM sales s
JOIN products p ON s.product_id = p.product_id
WHERE s.sale_date >= '2023-01-01' AND s.sale_date < '2023-02-01'
GROUP BY p.product_name
HAVING total_revenue > 100
)
SELECT product_name, total_revenue
FROM JanuarySales
ORDER BY total_revenue DESC",SQL,unknown,Intermediate,"Data Analyst, Aggregation, Join","WITH JanuarySales AS (SELECT p.product_name, SUM(s.quantity * p.price) AS total_revenue FROM sales s JOIN products p ON s.product_id = p.product_id WHERE s.sale_date >= '2023-01-01' AND s.sale_date < '2023-02-01' GROUP BY p.product_name HAVING total_revenue > 100 ) SELECT product_name, total_revenue FROM JanuarySales ORDER BY total_revenue DESC",Not Available,"This SQL query uses a Common Table Expression (CTE) to first filter and aggregate sales data for January 2023, calculating total revenue for each product. It then selects only those products with revenue exceeding $100, ordered by descending revenue"
